name,type,period,lat,lon,source,osm_id,accuracy_level,discovery_year,notes,wikipedia,wikidata
Pura Maospahit,unknown,unknown,,,Wikipedia (en): List_of_Hindu_temples_in_Indonesia,,no_coords,,List item from https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,
Pura Goa Lawah,unknown,unknown,,,Wikipedia (en): List_of_Hindu_temples_in_Indonesia,,no_coords,,List item from https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,
Pura Tirtha Empul,unknown,unknown,,,Wikipedia (en): List_of_Hindu_temples_in_Indonesia,,no_coords,,List item from https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,
Pura Taman Ayun,unknown,unknown,,,Wikipedia (en): List_of_Hindu_temples_in_Indonesia,,no_coords,,List item from https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,
Pura Taman Saraswati,unknown,unknown,,,Wikipedia (en): List_of_Hindu_temples_in_Indonesia,,no_coords,,List item from https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,
Pura Penataran Sasih,unknown,unknown,,,Wikipedia (en): List_of_Hindu_temples_in_Indonesia,,no_coords,,List item from https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,
Pura Griya Sakti Manuaba,unknown,unknown,,,Wikipedia (en): List_of_Hindu_temples_in_Indonesia,,no_coords,,List item from https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,
Pura Lingsar,unknown,unknown,,,Wikipedia (en): List_of_Hindu_temples_in_Indonesia,,no_coords,,List item from https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,
Pura Parahyangan Agung Jagatkarta,unknown,unknown,,,Wikipedia (en): List_of_Hindu_temples_in_Indonesia,,no_coords,,List item from https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,
Sri Mariamman Temple,unknown,unknown,,,Wikipedia (en): List_of_Hindu_temples_in_Indonesia,,no_coords,,List item from https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,
Pura Girinatha,unknown,unknown,,,Wikipedia (en): List_of_Hindu_temples_in_Indonesia,,no_coords,,List item from https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,
Pura Tri Hita Karana,unknown,unknown,,,Wikipedia (en): List_of_Hindu_temples_in_Indonesia,,no_coords,,List item from https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,
Candi of Indonesia,unknown,unknown,,,Wikipedia (en): List_of_Hindu_temples_in_Indonesia,,no_coords,,List item from https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,
List of Buddhist temples,unknown,unknown,,,Wikipedia (en): List_of_Hindu_temples_in_Indonesia,,no_coords,,List item from https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,
Lists of Hindu temples,unknown,unknown,,,Wikipedia (en): List_of_Hindu_temples_in_Indonesia,,no_coords,,List item from https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,
Pura Beji Sangsit,unknown,unknown,,,Wikipedia (en): List_of_Hindu_temples_in_Indonesia,,no_coords,,List item from https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,
Pura Besakih,unknown,unknown,,,Wikipedia (en): List_of_Hindu_temples_in_Indonesia,,no_coords,,List item from https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,
Pura Dalem Agung Padangtegal,unknown,unknown,,,Wikipedia (en): List_of_Hindu_temples_in_Indonesia,,no_coords,,List item from https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,
Pura Dalem Segara Madhu,unknown,unknown,,,Wikipedia (en): List_of_Hindu_temples_in_Indonesia,,no_coords,,List item from https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,
Pura Gede Perancak,unknown,unknown,,,Wikipedia (en): List_of_Hindu_temples_in_Indonesia,,no_coords,,List item from https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,
Pura Goa Lawah,unknown,unknown,,,Wikipedia (en): List_of_Hindu_temples_in_Indonesia,,no_coords,,List item from https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,
Pura Kehen,unknown,unknown,,,Wikipedia (en): List_of_Hindu_temples_in_Indonesia,,no_coords,,List item from https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,
Pura Lempuyang Luhur,unknown,unknown,,,Wikipedia (en): List_of_Hindu_temples_in_Indonesia,,no_coords,,List item from https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,
Pura Luhur Batukaru,unknown,unknown,,,Wikipedia (en): List_of_Hindu_temples_in_Indonesia,,no_coords,,List item from https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,
Pura Maospahit,unknown,unknown,,,Wikipedia (en): List_of_Hindu_temples_in_Indonesia,,no_coords,,List item from https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,
Pura Meduwe Karang,unknown,unknown,,,Wikipedia (en): List_of_Hindu_temples_in_Indonesia,,no_coords,,List item from https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,
Pura Parahyangan Agung Jagatkarta,unknown,unknown,,,Wikipedia (en): List_of_Hindu_temples_in_Indonesia,,no_coords,,List item from https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,
Pura Rambut Siwi,unknown,unknown,,,Wikipedia (en): List_of_Hindu_temples_in_Indonesia,,no_coords,,List item from https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,
Pura Taman Ayun,unknown,unknown,,,Wikipedia (en): List_of_Hindu_temples_in_Indonesia,,no_coords,,List item from https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,
Pura Tanah Lot,unknown,unknown,,,Wikipedia (en): List_of_Hindu_temples_in_Indonesia,,no_coords,,List item from https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,
Pura Tirta Empul,unknown,unknown,,,Wikipedia (en): List_of_Hindu_temples_in_Indonesia,,no_coords,,List item from https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,
Pura Ulun Danu Batur,unknown,unknown,,,Wikipedia (en): List_of_Hindu_temples_in_Indonesia,,no_coords,,List item from https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,
Pura Ulun Danu Bratan,unknown,unknown,,,Wikipedia (en): List_of_Hindu_temples_in_Indonesia,,no_coords,,List item from https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,
Pura Uluwatu,unknown,unknown,,,Wikipedia (en): List_of_Hindu_temples_in_Indonesia,,no_coords,,List item from https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,
Sri Mariamman Temple,unknown,unknown,,,Wikipedia (en): List_of_Hindu_temples_in_Indonesia,,no_coords,,List item from https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,
Sree Soepramaniem Nagarattar Temple,unknown,unknown,,,Wikipedia (en): List_of_Hindu_temples_in_Indonesia,,no_coords,,List item from https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,
Palani Andawer Temple,unknown,unknown,,,Wikipedia (en): List_of_Hindu_temples_in_Indonesia,,no_coords,,List item from https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,
Lists of Hindu temples by country,unknown,unknown,,,Wikipedia (en): List_of_Hindu_temples_in_Indonesia,,no_coords,,List item from https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,
Hindu temples in Indonesia,unknown,unknown,,,Wikipedia (en): List_of_Hindu_temples_in_Indonesia,,no_coords,,List item from https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,https://en.wikipedia.org/wiki/List_of_Hindu_temples_in_Indonesia,
