site_id,name,lat,lon,label,class,category,source,notes
RN0110,RandomNeg_0110,-8.667676750802299,106.85824960980723,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0111,RandomNeg_0111,-7.1743981912949195,111.75212553604091,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0112,RandomNeg_0112,-8.2179087044973,106.19886613947124,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0113,RandomNeg_0113,-6.318166789024631,107.46215347788625,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0114,RandomNeg_0114,-7.175894454753021,111.19381510332103,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0115,RandomNeg_0115,-7.68424774552597,110.83672289291225,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0116,RandomNeg_0116,-7.3839301249573195,114.34706257736427,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0117,RandomNeg_0117,-8.307648321671744,112.16191800789414,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0118,RandomNeg_0118,-8.207810737414047,108.95785846791254,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0119,RandomNeg_0119,-6.952098353416083,107.99997079798763,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0120,RandomNeg_0120,-7.983086130811624,112.51864492414403,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0121,RandomNeg_0121,-8.689624967969845,109.58285522618586,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0122,RandomNeg_0122,-8.687543908811065,107.13154312267041,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0123,RandomNeg_0123,-8.130918797223837,114.33259377993708,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0124,RandomNeg_0124,-6.345493896309325,113.79270242484543,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0125,RandomNeg_0125,-7.828371442657237,106.57746832357232,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0126,RandomNeg_0126,-6.48213963154456,112.03539925087371,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0127,RandomNeg_0127,-7.003468678638876,105.07823107152159,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0128,RandomNeg_0128,-6.530398008165161,107.99378752199978,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0129,RandomNeg_0129,-8.510555768259234,106.15428670419102,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0130,RandomNeg_0130,-8.589595664642689,110.53223640884816,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0131,RandomNeg_0131,-8.110190184287033,111.04829827030224,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0132,RandomNeg_0132,-6.818924657297487,107.03597312327453,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0133,RandomNeg_0133,-7.060709919233269,107.6398390163041,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0134,RandomNeg_0134,-7.4832576287668084,114.05336491079323,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0135,RandomNeg_0135,-6.44629923144492,105.92298467712733,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0136,RandomNeg_0136,-8.889717501645432,112.71119223019627,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0137,RandomNeg_0137,-7.052371205825999,107.61955262434348,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0138,RandomNeg_0138,-6.750430365791001,110.51680421126392,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0139,RandomNeg_0139,-7.65970793495603,105.0966969960834,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0140,RandomNeg_0140,-8.681792805786076,113.83106393300143,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0141,RandomNeg_0141,-6.27860714247631,110.45590289205522,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0142,RandomNeg_0142,-6.479674442330552,110.82509566489794,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0143,RandomNeg_0143,-8.470528021854301,106.27445519282139,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0144,RandomNeg_0144,-8.006050785202612,113.9898148874259,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0145,RandomNeg_0145,-6.591245315824679,113.60702582000903,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0146,RandomNeg_0146,-6.293118554073224,107.10076538339754,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0147,RandomNeg_0147,-8.176363756253519,106.02793621671786,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0148,RandomNeg_0148,-6.637662898572817,113.84134701451009,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0149,RandomNeg_0149,-7.721505569486862,111.20661510150713,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0150,RandomNeg_0150,-8.451795318836608,114.29881015693674,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0151,RandomNeg_0151,-6.548762012172849,113.81416204663324,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0152,RandomNeg_0152,-8.828119550495254,112.36564471755082,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0153,RandomNeg_0153,-7.936662142955357,114.30815886048326,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0154,RandomNeg_0154,-6.573518097082298,113.64064028375279,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0155,RandomNeg_0155,-6.548826981934273,107.66805709594472,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0156,RandomNeg_0156,-6.616613923507134,106.08095626402957,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0157,RandomNeg_0157,-6.37071632957234,113.58593251337781,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0158,RandomNeg_0158,-8.254942219117574,113.16586605596929,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0159,RandomNeg_0159,-7.5651206194310685,108.05190867338601,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0160,RandomNeg_0160,-6.593498052456701,107.2759548740777,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0161,RandomNeg_0161,-8.831373139365791,106.93129788327708,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0162,RandomNeg_0162,-7.948040341526651,113.64352942030287,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0163,RandomNeg_0163,-6.096021598259753,107.79124992721871,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0164,RandomNeg_0164,-7.03970295803788,108.99678384360061,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0165,RandomNeg_0165,-6.054665907125045,110.36215732478722,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0166,RandomNeg_0166,-6.176212293058324,106.15341751851427,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0167,RandomNeg_0167,-6.085838228035539,106.78567816172463,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0168,RandomNeg_0168,-6.1086504842914895,107.65466362522969,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0169,RandomNeg_0169,-6.7872193241071574,108.13677314194992,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0170,RandomNeg_0170,-7.141994325412185,110.11423059669478,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0171,RandomNeg_0171,-7.782933243300292,110.765880434966,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0172,RandomNeg_0172,-8.161304732198113,112.0878528383417,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0173,RandomNeg_0173,-8.895095293165975,114.25575165499083,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0174,RandomNeg_0174,-7.338489208430904,112.19429999144846,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0175,RandomNeg_0175,-6.748344774265519,111.70628504433,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0176,RandomNeg_0176,-7.843757731834334,105.6997381112631,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0177,RandomNeg_0177,-6.973710713757311,108.30200036042596,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0178,RandomNeg_0178,-7.9896446293307575,113.48015279506336,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0179,RandomNeg_0179,-6.812712637259544,108.00322268211264,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0180,RandomNeg_0180,-8.003074479594906,109.08392908619217,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0181,RandomNeg_0181,-7.733038877532599,107.95655202525947,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0182,RandomNeg_0182,-8.530865382728456,109.20446333772908,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0183,RandomNeg_0183,-6.172945354882469,111.77317945272733,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0184,RandomNeg_0184,-6.28186391737551,111.15514915951381,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0185,RandomNeg_0185,-8.02724536375986,110.47937213135698,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0186,RandomNeg_0186,-8.898822774877866,107.86913716868928,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0187,RandomNeg_0187,-7.65332436502948,110.79984781195682,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0188,RandomNeg_0188,-7.001353691261093,109.64988190247014,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0189,RandomNeg_0189,-7.617736582016059,107.137014009891,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0190,RandomNeg_0190,-7.5277600608629545,114.01180825828254,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0191,RandomNeg_0191,-6.591528195632337,106.69691396198054,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0192,RandomNeg_0192,-8.654092943497147,110.15452009915217,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0193,RandomNeg_0193,-7.064471518279193,108.35188255409801,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0194,RandomNeg_0194,-6.526571952843674,112.51138137540732,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0195,RandomNeg_0195,-6.948892555384216,107.24640665997288,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0196,RandomNeg_0196,-8.322523195092929,105.24425387726826,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0197,RandomNeg_0197,-8.189956622172785,109.75136344218805,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0198,RandomNeg_0198,-6.435760685588278,105.72828229184569,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0199,RandomNeg_0199,-7.698121068106614,111.29765380737713,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
RN0200,RandomNeg_0200,-8.336137813454844,111.96354250490505,random_negative,-1,random_control,auto_generated,Random negative ≥5.0km from any positive site
