filename,title,lang,date_ce,century,lat,lon,geocode_method,confidence,geocode_note,nearest_volcano,volcano_dist_km,nearest_volcano_c30,volcano_dist_km_c30
DHARMA_INSIDENKPenampihan.xml,Penampihan,,,,-7.9027228,111.7952694,candi_match,medium,Matched candi: penampihan,Kelud,56.77,Wilis,11.304467359339712
DHARMA_INSIDENKPlalangan.xml,Stone from Plalangan (9th-10th c. CE),san-Latn,,,-7.6,110.35,known_location,low,Central Java,Merapi,11.96,Merapi,12.450374766925789
DHARMA_INSIDENKPoh.xml,Charter of Poh (Randusari I),kaw-Latn,,,-7.6,112.0,known_location,medium,East Java,Kelud,50.13,Wilis,35.29900196463691
DHARMA_INSIDENKPucangan.xml,Charter of Pucangan (1041-11-6),kaw-Latn,,,-7.52,111.6,known_location,high,Surabaya area,Lawu,46.82,Wilis,36.451579546807395
DHARMA_INSIDENKRabvan.xml,"Rabvan (827 Śaka, 906-02-03)",,905.0,10.0,-7.6,110.35,known_location,medium,Mataram Central Java,Merapi,11.96,Merapi,12.450374766925789
DHARMA_INSIDENKRameswarapura.xml,Rameswarapura charter (1197 Śaka),kaw-Latn,1275.0,13.0,-7.55,112.39,known_location,medium,Majapahit area,Penanggungan,25.95,Penanggungan,27.5746415703154
DHARMA_INSIDENKRukam.xml,Charter of Rukam (829 Śaka),kaw-Latn,907.0,10.0,-7.6,110.35,known_location,medium,Mataram Central Java,Merapi,11.96,Merapi,12.450374766925789
DHARMA_INSIDENKRumwigaI.xml,"Rumwiga I (826 Śaka, 904-12-28)",,904.0,10.0,-7.75,110.4,known_location,medium,Bantul area (Payak),Merapi,23.76,Merapi,23.78624088375595
DHARMA_INSIDENKRumwigaII.xml,"Rumwiga II (827 Śaka, 905-07-05)",,905.0,10.0,-7.75,110.4,known_location,medium,Bantul area (Payak),Merapi,23.76,Merapi,23.78624088375595
DHARMA_INSIDENKSalingsinganII.xml,Donation Record of Salingsingan II (802 Śaka) and Kikil Batu Addendum (827 Śaka),kaw-Latn,880.0,9.0,-7.6,110.35,known_location,medium,Near Candi Asu/Lumbung,Merapi,11.96,Merapi,12.450374766925789
DHARMA_INSIDENKSangguran.xml,Sangguran Charter (928-08-02),kaw-Latn,,,-7.6,112.0,known_location,medium,East Java,Kelud,50.13,Wilis,35.29900196463691
DHARMA_INSIDENKSangHyangTapak.xml,Sang Hyang Tapak Charter of Jayabhūpati (952 Śaka),kaw-Latn,1030.0,11.0,-7.6,112.0,known_location,medium,East Java,Kelud,50.13,Wilis,35.29900196463691
DHARMA_INSIDENKSangMakudur.xml,"Sang Makudur (~830 Śaka, ~908 CE)",,908.0,10.0,-7.6,110.35,known_location,medium,Mataram Central Java,Merapi,11.96,Merapi,12.450374766925789
DHARMA_INSIDENKSarwadharma.xml,Sarwadharma (1191 Śaka),kaw-Latn,1269.0,13.0,-7.55,112.4,known_location,high,East Java,Penanggungan,24.88,Penanggungan,26.519070558611403
DHARMA_INSIDENKSatyapura.xml,Satyapura,kaw-Latn,,,-7.6115047,112.6106941,candi_match,medium,Matched candi: pura,Penanggungan,1.64,Penanggungan,2.3280444854051057
DHARMA_INSIDENKSilamanikundala.xml,Foundation of a Dam Called Śilāmaṇi-kuṇḍala (1272 Śaka),kaw-Latn,1350.0,14.0,-7.55,112.39,known_location,medium,Majapahit area,Penanggungan,25.95,Penanggungan,27.5746415703154
DHARMA_INSIDENKSimaAnglayang.xml,Sima Anglayang charter (in or after 968 Śaka),kaw-Latn,1046.0,11.0,-7.6,112.0,known_location,medium,East Java,Kelud,50.13,Wilis,35.29900196463691
DHARMA_INSIDENKSindoro-PuBahut.xml,Pu Bahut (828 Śaka),kaw-Latn,906.0,10.0,-7.3,109.99,known_location,medium,Near Sindoro volcano,Sindoro,0.0,Sundoro,0.22058725956676015
DHARMA_INSIDENKSindoro-PuMamruk.xml,Pu Mamruk (828 Śaka),kaw-Latn,906.0,10.0,-7.3,109.99,known_location,medium,Near Sindoro volcano,Sindoro,0.0,Sundoro,0.22058725956676015
DHARMA_INSIDENKSojomerto.xml,Sojomerto (7th or 8th century CE),omy-Latn,,,-7.1,109.75,known_location,high,"Batang, Central Java",Dieng,23.02,Dieng,21.80449140133201
DHARMA_INSIDENKSugihManek.xml,"Sugih Manek Charter (837 Śaka, 915-09-13)",kaw-Latn,915.0,10.0,-7.6,110.35,known_location,medium,Mataram Central Java,Merapi,11.96,Merapi,12.450374766925789
DHARMA_INSIDENKSukhamerta.xml,Sukhamerta,kaw-Latn,,,-7.58,112.55,known_location,medium,Penanggungan area,Penanggungan,8.03,Penanggungan,9.875745027582164
DHARMA_INSIDENKTaji.xml,"The Charter of Taji (823 Śaka, 8 April 901)",kaw-Latn,901.0,10.0,-7.6,110.35,known_location,medium,Mataram Central Java,Merapi,11.96,Merapi,12.450374766925789
DHARMA_INSIDENKTajiGunung.xml,"Taji Gunung (Sañjaya 194, 910-12-21)",kaw-Latn,,,-7.6,110.35,known_location,medium,Mataram Central Java,Merapi,11.96,Merapi,12.450374766925789
DHARMA_INSIDENKTalan.xml,Charter of Talan (941 and 1058 Śaka),kaw-Latn,1136.0,12.0,-7.6,112.0,known_location,medium,East Java,Kelud,50.13,Wilis,35.29900196463691
DHARMA_INSIDENKTaragal.xml,The Polengan plates: Taragal Charter (802 Śaka),kaw-Latn,880.0,9.0,-7.6,110.35,known_location,medium,Kedu-Prambanan area (Polengan),Merapi,11.96,Merapi,12.450374766925789
DHARMA_INSIDENKTerep_I.xml,Terep I,kaw-Latn,,,-7.58,112.55,known_location,medium,Penanggungan area,Penanggungan,8.03,Penanggungan,9.875745027582164
DHARMA_INSIDENKTerep_II.xml,Terep II,kaw-Latn,,,-7.58,112.55,known_location,medium,Penanggungan area,Penanggungan,8.03,Penanggungan,9.875745027582164
DHARMA_INSIDENKTigaRon-TluRon.xml,Charter of Tiga Ron also called Təlu Ron (822 Śaka – 900-03-30),kaw-Latn,900.0,9.0,-7.6,110.35,known_location,medium,Mataram Central Java,Merapi,11.96,Merapi,12.450374766925789
DHARMA_INSIDENKTihang.xml,"Tihang charter (Sañjaya 198, 836 Śaka, 914-11-08 CE)",kaw-Latn,914.0,10.0,-7.6,110.35,known_location,medium,Mataram Central Java,Merapi,11.96,Merapi,12.450374766925789
DHARMA_INSIDENKTugu.xml,Tugu Boulder Inscription of Pūrṇavarman (ca. 6th c. CE),san-Latn,,,-6.15,106.94,known_location,high,"Tugu, North Jakarta",Tangkubanperahu,99.59,Salak,66.7769220867516
DHARMA_INSIDENKTukMas.xml,Praise of a mountain stream (mid-7th c. CE),san-Latn,,,-7.25,110.35,known_location,high,"Temanggung, Central Java",Merbabu,24.35,Ungaran,8.090292923550491
DHARMA_INSIDENKTulangan.xml,"Tulangan (832 Śaka, 910-08-13)",,910.0,10.0,-7.47,112.65,known_location,medium,"Tulangan, Sidoarjo",Penanggungan,14.83,Penanggungan,16.824311761123898
DHARMA_INSIDENKTunahan.xml,The Polengan plates: Tunahan Charter (794 Śaka),kaw-Latn,872.0,9.0,-7.6,110.35,known_location,medium,Kedu-Prambanan area (Polengan),Merapi,11.96,Merapi,12.450374766925789
DHARMA_INSIDENKTuruMangambil.xml,"Turu Mangambil (~830 Śaka, ~908 CE)",,908.0,10.0,-7.6,110.35,known_location,medium,Mataram Central Java,Merapi,11.96,Merapi,12.450374766925789
DHARMA_INSIDENKWalanditA.xml,Walandit A,kaw-Latn,,,-7.58,112.55,known_location,medium,Penanggungan area,Penanggungan,8.03,Penanggungan,9.875745027582164
DHARMA_INSIDENKWanuaTengahIII.xml,Wanua Tengah III,kaw-Latn,,,-7.58,110.4,known_location,high,Kedu Plain,Merapi,6.26,Merapi,6.672037394484059
DHARMA_INSIDENKWatuGenuk.xml,Watu Genuk slab (8th c. CE),san-Latn,,,-7.6,110.35,known_location,low,Central Java,Merapi,11.96,Merapi,12.450374766925789
DHARMA_INSIDENKWatuRidang.xml,"Watu Ridang (832 Śaka, 910-03-22)",,910.0,10.0,-7.6,110.35,known_location,medium,Mataram Central Java,Merapi,11.96,Merapi,12.450374766925789
DHARMA_INSIDENKWintangMasII.xml,"Wintang Mas II (841 Śaka, 919-10-12)",kaw-Latn,919.0,10.0,-7.6,110.35,xml_provenance,medium,"XML hint: found in Maṅulihi (line 7), Wintang Mas I (line 3,7,8) and B",Merapi,11.96,Merapi,12.450374766925789
DHARMA_INSIDENKWukiran.xml,"Stela of Pereng, also known as Wukiran inscription (784 Śaka, 863-1-25 CE)",kaw-Latn,862.0,9.0,-7.66,110.35,known_location,high,"Pereng, near Prambanan",Merapi,16.63,Merapi,16.94246247961942
DHARMA_INSIDENKWurare.xml,Wurare,san-Latn,,,-7.89,112.65,known_location,medium,Singasari area,Arjuno,18.98,Arjuno-Welirang,19.717008360413857
DHARMA_INSIDENKWuruTunggal.xml,Wuru Tunggal (833 Śaka),kaw-Latn,911.0,10.0,-7.6,110.35,known_location,medium,Mataram Central Java,Merapi,11.96,Merapi,12.450374766925789
