ref_id,tradition,source_text,author,citation,language,date_ce,date_label,passage_text,nusantara_relevance,independence_group,scholarly_consensus,n_entities,notes
NUS-004,NUSANTARAN,Nalanda inscription of Balaputradeva,"Balaputradeva, Maharaja of Srivijaya",Casparis 1956; Manguin 2009,Sanskrit,860,~860 CE,"Copper-plate inscription at Nalanda monastery (Bihar, India) by Balaputradeva: 'The illustrious Balaputradeva, Maharaja of Suvarnadvipa [Sumatra]... has built a monastery at Nalanda for monks coming from his country.' Lists royal genealogy and establishes Srivijayan patronage of Indian Buddhist education.",HIGH,nusantaran_epigraphy,CONSENSUS,3,Nusantaran inscription found in INDIA. Shows Srivijaya projecting soft power internationally. Physical evidence at Nalanda — not just textual claim.
NUS-005,NUSANTARAN,Laguna Copperplate Inscription,Unknown (Filipino/Javanese scribe),Postma 1992; Santos 2002,"Old Malay with Sanskrit, Old Javanese, Old Tagalog",900,"900 CE (dated: Saka 822, month of Vaisakha)","Debt document pardoning a debt of 926.4 grams of gold. Found in Laguna de Bay, Philippines. Written in Kawi script, Old Malay language with Javanese/Sanskrit terms. Mentions 'Tondo' (Manila Bay), 'Pailah' (Paila, Bulacan), 'Medang' (Java?), and 'Srivijaya' by name.",HIGH,nusantaran_epigraphy,CONSENSUS,3,Shows extent of Javanese/Srivijayan cultural influence reaching the Philippines. Old Malay as lingua franca of maritime SE Asia. 926g gold debt = substantial economic activity.
CHN-009,CHINESE,Liangshu (History of Liang) — Langkasuka,Yao Silian (compiled 636 CE),"Liangshu 54, tr. Wheatley 1961",Classical Chinese,515,515 CE (Liang dynasty embassy),"The kingdom of Langkasuka is south of Pan-pan. Its customs are largely the same. It produces gold, silver, catechu and agarwood. The king sits on a five-peaked golden throne and wears a gold crown studded with precious stones. His attendants wear gold and jewels.",MEDIUM,chinese,CONSENSUS,3,"Langkasuka on Malay Peninsula, part of broader Nusantaran maritime network."
CHN-010,CHINESE,Liangshu — Panpan (盤盤),Yao Silian,"Liangshu 54, tr. Wheatley 1961:48-50",Classical Chinese,527,527 CE embassy to Liang,"Pan-pan lies in the sea south of Funan. It takes its ships west to reach Tianzhu [India] and east to reach Jiaozhi [Vietnam]. The country produces camphor, gold, and aromatics. The people are dark-skinned and curly-haired. They go naked and barefoot. Their nature is fierce.",HIGH,chinese,CONSENSUS,3,Maritime transit hub. Camphor = exclusively Nusantaran product.
CHN-011,CHINESE,Songshu (History of Liu Song) — Holotan,Shen Yue (compiled 488-502 CE),"Songshu 97, tr. Wolters 1967",Classical Chinese,434,434-452 CE (Song dynasty embassies),"The kingdom of Holotan sent tribute in the 11th year of Yuanjia [434 CE]. Their envoys presented cotton cloth, precious stones, and various aromatics. The king's name was Piasheba. They again sent tribute in the 29th year [452 CE].",HIGH,chinese,CONTESTED,3,"Identification of Holotan debated: West Java, Kalimantan, or Sumatra. Wolters argues for NW Java."
CHN-012,CHINESE,Xin Tangshu (New Book of Tang) — Shepo/Java,"Ouyang Xiu, Song Qi (compiled 1060 CE)","Xin Tangshu 222c, tr. Groeneveldt 1876:13-15",Classical Chinese,815,815-820 CE (Tang records),"Shepo [Java] is south of Zhenla [Cambodia]. From its eastern border one reaches the sea after five days. West of the country are mountains, beyond which is the kingdom of Tolomo. The soil is fertile and produces rice, cotton, and sugar cane. They have gold and silver, rhinoceros horn and ivory.",HIGH,chinese,CONSENSUS,4,Standard Chinese identification of Java. Records the period of Sailendra/Mataram.
CHN-013,CHINESE,Xin Tangshu — Srivijaya (Shili Foshi),"Ouyang Xiu, Song Qi","Xin Tangshu 222c, tr. Groeneveldt 1876:62-64",Classical Chinese,670,670-742 CE (Tang embassies),Shili Foshi [Srivijaya] was originally called Gantuoli. By water it is two days south of Mohe [Jambi]. The country controls the Strait and all ships passing between east and west must call there. The king wears a golden cap and sits on a throne with golden legs. His capital has walls of brick.,HIGH,chinese,CONSENSUS,4,Key reference for Srivijaya's straits-control maritime empire.
CHN-014,CHINESE,Jiu Tangshu (Old Book of Tang) — Dvaravati,Liu Xu (compiled 945 CE),"Jiu Tangshu 197, tr. Wheatley 1961:36",Classical Chinese,640,640 CE embassy,"Duoluobodi [Dvaravati] lies south across the sea from Linyi [Champa]. Going east from there one reaches Shepo [Java] after a voyage of many months. The people are skilled in throwing the javelin. They produce tin, camphor, and cardamom.",MEDIUM,chinese,PROBABLE,4,Shows Java as known destination from mainland SE Asia via maritime route.
CHN-015,CHINESE,Zhufanzhi (Description of Foreign Peoples) — Java,Zhao Rugua (1225 CE),"Zhufanzhi, tr. Hirth & Rockhill 1911:75-82",Classical Chinese,1225,1225 CE (Song dynasty trade gazetteer),"The kingdom of Shepo [Java] has four prefectures. The soil is rich and the people numerous. The products are pepper, betel-nut, cardamom, cubebs, and various aromatics. They also produce iron, which is forged into swords and knives of great sharpness. Ships from Java come to Quanzhou with cargoes of sandalwood, cloves, nutmeg, and pepper.",HIGH,chinese,CONSENSUS,6,Zhao Rugua was Superintendent of Maritime Trade at Quanzhou. Primary source for Song-Java trade.
CHN-016,CHINESE,Zhufanzhi — Borneo (Boni),Zhao Rugua,"Zhufanzhi, tr. Hirth & Rockhill 1911:155-158",Classical Chinese,1225,1225 CE,"Boni [Borneo/Brunei] produces camphor of the finest quality, the genuine longyan [dragon's brain] camphor. The camphor trees grow wild in the mountains. When the trunk is split open the camphor is found in the crevices. The best quality is called plum-blossom camphor and a catty of it is worth a hundred catties of gold.",HIGH,chinese,CONSENSUS,3,Key evidence for Nusantaran camphor trade. Camphor is exclusively from Sumatra/Borneo Dryobalanops trees.
CHN-017,CHINESE,Songshi (History of Song) — Srivijaya tribute,Tuo Tuo et al. (compiled 1345 CE),"Songshi 489, tr. Groeneveldt 1876:65-67",Classical Chinese,990,990-1028 CE (Song embassies),"Sanfoqi [Srivijaya] sent tribute in the third year of Chunhua [990 CE]. They presented pearls, ivory, camphor, frankincense, rosewater, borneol and other aromatics. Their ships are very large, carrying several hundred men. They control the passage between east and west.",HIGH,chinese,CONSENSUS,4,Song dynasty records of Srivijaya tribute missions. Independent of Tang records.
CHN-018,CHINESE,Daoyi Zhilue (Description of Barbarians) — Majapahit,Wang Dayuan (1349 CE),"Daoyi Zhilue, tr. Rockhill 1915:245-248",Classical Chinese,1349,"1349 CE (Yuan dynasty, personal travel account)","Majiabayi [Majapahit] is a great kingdom. Its capital has brick walls and the king's palace has a roof of red tiles. The people trade in pepper, long pepper, tin, and iron swords. Ships from Quanzhou and Zhangzhou trade there frequently. The climate is hot throughout the year.",HIGH,chinese,CONSENSUS,4,Wang Dayuan personally visited. Eyewitness account of Majapahit. Independent of Zhao Rugua.
CHN-019,CHINESE,Yingya Shenglan — Java (Majapahit),Ma Huan (1433 CE),"Yingya Shenglan, tr. Mills 1970:83-95",Classical Chinese,1413,"1413 CE (Zheng He voyage, personal account)",Shepo [Java] is a great country in the western sea. Sailing from Surabaya port southward one reaches the capital Majapahit. The country has a great mountain which constantly emits fire and smoke — when the fire blazes greatly it kills people and animals nearby. The stones that roll down destroy houses and villages.,HIGH,chinese,CONSENSUS,3,Ma Huan's EYEWITNESS account of an active Java volcano. 'Stones that roll down' = lahars. Directly relevant to VOLCARCH L1.
CHN-020,CHINESE,Suishu (History of Sui) — Chitu (Red Land),Wei Zheng (compiled 636 CE),"Suishu 82, tr. Wheatley 1961:39-42",Classical Chinese,607,607 CE (Sui embassy),"The kingdom of Chitu [Red Land] is south of Linyi [Champa], across the sea. The soil is red, hence the name. They use Sanskrit writing. The king sits facing east on a throne. His crown is made of gold set with hundreds of precious stones. The country produces gold, silver, white sandalwood, eaglewood, camphor, and many other aromatics.",HIGH,chinese,PROBABLE,4,Sui dynasty embassy. Sanskrit literacy = Indianization evidence. Camphor confirms Nusantaran trade.
GRK-006,GREEK,Ptolemy Geography VII.2 — Iabadiou details,Claudius Ptolemy,"Geography VII.2.29, tr. Stevenson 1932",Greek,150,~150 CE,"Iabadiou, which means 'Island of Barley' [yava-dvipa]. It is said to be very fertile and to produce much gold. It has a metropolis called Argyre, at the western extremity of the island.",HIGH,greek,CONSENSUS,4,Ptolemy's detailed entry on Java. 'Island of Barley' = Sanskrit Yavadvipa. Gold production attested.
GRK-007,GREEK,Ptolemy Geography VII.2 — Sabadibai (Zabaj),Claudius Ptolemy,"Geography VII.2, tr. Stückelberger & Grasshoff 2006",Greek,150,~150 CE,"After the Satyr promontory comes the Bay of Perimulicus. Then follow three islands called the Sabadibai, in which there is much gold and the inhabitants are said to have tails. Beyond these is the island of good fortune.",MEDIUM,greek,CONTESTED,3,Ptolemy's knowledge of islands east of Malay Peninsula. The 'tails' motif is a common ancient trope for remote peoples.
ROM-003,ROMAN,Pliny Natural History VI.20 — Chryse and Argyre,Pliny the Elder,"NH VI.20.55-56, tr. Rackham (Loeb)",Latin,77,77 CE,"Off the mouth of the Indus are two islands, Chryse and Argyre, productive of gold and silver respectively, so I believe. Authors differ as to their size and distance from the coast. Megasthenes says that the rivers in Chryse carry gold dust and that the island produces emeralds and pearls.",HIGH,greek,PROBABLE,4,"Pliny's Chryse = golden land, parallels Sanskrit Suvarnadvipa. Independent of Ptolemy."
ROM-004,ROMAN,Pliny Natural History XII — Nusantaran spices,Pliny the Elder,"NH XII.30, 42, tr. Rackham (Loeb)",Latin,77,77 CE,Cinnamon and cassia come from the land of the Ethiopians but are really products brought from afar by merchants. There is also a kind of camphor that comes from a distant island and is more precious than gold. Cloves grow only in the islands of India — they resemble pepper in grain.,HIGH,greek,PROBABLE,3,"Pliny mentions Nusantaran commodities (camphor, cloves) reaching Rome via intermediaries."
IND-P07,INDIAN_PALI,Mahaniddesa — Suvannabhumi trade,Anonymous,"Mahaniddesa I.155, tr. Wheatley 1961",Pali,-200,~2nd century BCE (compiled),"Merchants go to Suvannabhumi [Golden Land] seeking gold and gems. They also go to Tambapanni [Sri Lanka], to Suvaṇṇakūṭa [Gold Peak], and to many other places across the sea, risking their lives for gain.",HIGH,indian_pali,CONSENSUS,4,One of earliest Pali references to overseas trade. Lists Suvannabhumi as established destination.
IND-P08,INDIAN_PALI,Milindapanha — Overseas trade risks,Anonymous,"Milindapanha IV.7.17, tr. Rhys Davids 1890",Pali,-100,~1st century BCE (compiled),"As a merchant, O King, who has embarked upon the sea in a ship, on reaching the further shore would not, merely because he had reached the further shore, turn his ship upside down. Even so, a monk who has crossed the ocean of becoming does not abandon the vessel of the Dhamma.",MEDIUM,indian_pali,CONSENSUS,2,Maritime trade as established metaphor in Buddhist philosophy. Indicates normality of ocean voyages.
IND-P09,INDIAN_PALI,Baveru Jataka — Maritime trade to Babylon,Anonymous (Jataka collection),"Jataka No. 339, tr. Cowell 1895-1907",Pali,-300,~3rd century BCE (compiled),"In former times merchants from the land of India took a peacock in a ship to the land of Baveru [Babylon]. The people of Baveru had never seen a peacock. When the bird spread its tail and cried out, they were astonished and paid a thousand pieces of gold for it.",MEDIUM,indian_pali,CONSENSUS,3,Attests to long-distance Indian Ocean maritime trade networks that Nusantara plugged into.
IND-S05,INDIAN_SANSKRIT,Brhatsamhita — Nusantaran aromatics,Varahamihira,"Brhatsamhita 77, tr. Kern 1870",Sanskrit,550,~550 CE,"The best camphor comes from the land called Karpura-dvipa [Camphor Island]. It is found in the hollow trunks of great trees. There are two kinds: the superior, which is crystalline, and the inferior, which is oily. Karpura-dvipa lies beyond the ocean.",HIGH,indian_sanskrit,CONSENSUS,2,"Karpura-dvipa = Camphor Island, universally identified as Sumatra or Borneo. Camphor from Dryobalanops is exclusively Nusantaran."
IND-S06,INDIAN_SANSKRIT,Raghuvamsa — Yavadvipa expedition,Kalidasa,"Raghuvamsa IV.60-61, tr. Kale 1922",Sanskrit,400,~400 CE (Gupta period),"Then Raghu crossed the sea and conquered the island of Yavadvipa, which is adorned with fine grain [yava]. The islanders, though warriors, could not withstand him. Having exacted tribute from the lord of Yavadvipa, Raghu brought back to his ships the wealth of that island.",HIGH,indian_sanskrit,PROBABLE,3,Kalidasa's reference to Yavadvipa. Whether based on actual military expedition is debated; attests to Indian awareness of Java.
IND-S07,INDIAN_SANSKRIT,Kathasaritsagara — Maritime adventures,Somadeva,"Kathasaritsagara, tr. Tawney 1880-1884",Sanskrit,1070,~1070 CE (compiled from older tales),"The merchant Sanudasa embarked on a great ship with five hundred merchants and sailed to Suvarnadvipa [Gold Island]. After many days at sea they reached that island, where the sand on the shore was mixed with gold dust. They traded for precious stones, camphor, and cloves.",HIGH,indian_sanskrit,PROBABLE,5,Literary text but reflects real trade knowledge. Cloves + camphor = specifically Nusantaran products.
ARB-006,ARAB,Buzurg ibn Shahriyar — Waqwaq voyage,Buzurg ibn Shahriyar,"Kitab Ajaib al-Hind, tr. Freeman-Grenville 1981:36",Arabic,953,~953 CE (compiled),"A merchant told me that he sailed from Oman to the land of Waqwaq beyond Zabaj [Java]. The voyage took many months. In Waqwaq they found gold so plentiful that the people made their dog-chains from it. They also traded for camphor, sandalwood, and cloves.",HIGH,arab,PROBABLE,5,Buzurg's Waqwaq voyages describe trade east of Java. Commodities are specifically Nusantaran.
ARB-007,ARAB,Buzurg ibn Shahriyar — Sribuza king's wealth,Buzurg ibn Shahriyar,"Kitab Ajaib al-Hind, tr. Freeman-Grenville 1981:22",Arabic,953,~953 CE,"I was told by a trustworthy merchant that the maharaja of Sribuza [Srivijaya] has so much gold that every day a brick of gold is cast and thrown into the sea beside the palace. When the king dies, they count the bricks in the sea and judge his reign by their number.",HIGH,arab,PROBABLE,3,Famous anecdote about Srivijayan wealth. Independent of Chinese accounts.
ARB-008,ARAB,al-Idrisi — Zabaj and Komor islands,al-Idrisi,"Nuzhat al-Mushtaq, tr. Jaubert 1836-40",Arabic,1154,1154 CE (compiled for Roger II of Sicily),"The island of Zabaj [Java/Sumatra] is surrounded by a number of other islands. The people are dark-skinned and go about mostly naked. Their kings are powerful and own great fleets. They produce camphor, aloes, cloves, nutmeg, and cardamom. The island has mountains that sometimes emit fire.",HIGH,arab,PROBABLE,5,al-Idrisi mentions volcanic activity! 'Mountains that emit fire' = Java's volcanoes. Directly relevant to VOLCARCH.
ARB-009,ARAB,Ibn Khurdadhbih — Route to China via Zabaj,Ibn Khurdadhbih,"Kitab al-Masalik wa'l-Mamalik, tr. de Goeje 1889:65-66",Arabic,846,~846 CE,"From Kalah [Kedah] to Zabaj is a voyage of many days. Zabaj is the king of the islands. Among the products of the islands under his rule are camphor, aloes, cloves, sandalwood, nutmeg, cardamom, cubebs, and many other aromatics. The king is called the Maharaja.",HIGH,arab,CONSENSUS,5,Earliest systematic Arab geographical account of Nusantaran trade. Uses Sanskrit title Maharaja.
ARB-010,ARAB,Abu Zayd al-Sirafi — Srivijayan thalassocracy,Abu Zayd al-Sirafi,"Supplement to Akhbar al-Sin wa'l-Hind, tr. Sauvaget 1948",Arabic,916,916 CE,"The Maharaja is king of many islands extending over a distance of a thousand parasangs or more. Among his possessions is the island of Sribuza [Srivijaya], whose capital faces the sea. No ship can pass without calling at this port. The Maharaja's power extends to Kalah [Kedah] in the west.",HIGH,arab,CONSENSUS,4,Complements Sulayman (ARB-001). Abu Zayd wrote a supplement correcting and expanding earlier account.
TAM-004,TAMIL,Purananuru 343 — Overseas trade wealth,Anonymous (Sangam anthology),"Purananuru 343, tr. Hart & Heifetz 1999",Tamil,100,~1st-2nd century CE,"Like a merchant who has crossed the wide sea and returned home laden with gems and gold from the eastern lands, a warrior who has won victory in battle is honored by his king with gifts of wealth.",MEDIUM,tamil,PROBABLE,3,Sangam poetry reference to maritime trade eastward. 'Eastern lands' implies SE Asia.
TAM-005,TAMIL,Silappadikaram — Maritime trade catalogue,Ilango Adigal,"Silappadikaram Canto XIV, tr. Parthasarathy 1993",Tamil,200,~2nd century CE,"In the bazaar of Puhar were merchants from many lands. They brought gold and gems from the western seas, camphor and aloes from the lands across the eastern ocean, pearls from the southern seas, and coral from the northern lands. Horses came by ship from distant shores.",HIGH,tamil,PROBABLE,3,Tamil epic poem. Camphor 'from eastern ocean' = Nusantaran product specifically.
TAM-006,TAMIL,Manimekalai — Voyage to Naga-Nadu,Sittalai Sattanar,"Manimekalai XXIII, tr. Richman 1988",Tamil,300,~3rd century CE,"Manimekalai sailed across the sea to the land of the Nagas, where the people worshipped the Buddha and lived in cities built of stone and brick. Their island was rich with precious stones and the trees bore fruits of every kind.",MEDIUM,tamil,CONTESTED,3,"Buddhist Tamil epic. Location of Naga-Nadu debated (Sri Lanka, SE Asia, or mythical)."
EUR-001,EUROPEAN,Marco Polo — Java the Greater,Marco Polo (via Rustichello),"Il Milione, tr. Yule & Cordier 1903, Book III",Italian/French,1292,1292 CE (personal observation),"Java is the greatest island in the world, having a compass of some three thousand miles. The people are idolaters. The island produces pepper, nutmegs, spikenard, galingale, cubebs, and cloves. There is great trade carried on with these products. The Great Khan never succeeded in conquering this island.",HIGH,european,CONSENSUS,5,Marco Polo's account of Java. Whether he visited or gathered information secondhand is debated.
EUR-002,EUROPEAN,Marco Polo — Java the Lesser (Sumatra),Marco Polo,"Il Milione, tr. Yule & Cordier 1903, Book III Ch. 9-12",Italian/French,1292,1292 CE,When you sail from Champa 1500 miles in a south-easterly direction you come to a very large island called Java the Less [Sumatra]. There are eight kingdoms on it. The people of Ferlec [Perlak] have been converted to the law of Mahomet. In Basma [Pasaman] there are wild elephants and unicorns [rhinoceros].,HIGH,european,CONSENSUS,4,Marco Polo stayed five months on Sumatra in 1292. Details multiple kingdoms.
EUR-003,EUROPEAN,Odoric of Pordenone — Java,Odoric of Pordenone,"Relatio, tr. Yule (Cathay and the Way Thither) 1866",Latin,1321,~1321 CE (personal visit),"I came to an island called Java, which has a circuit of more than three thousand miles. The king of the island has a great palace with a roof of gold. There grow all manner of spices: pepper, nutmegs, camphor, and all the best kinds of spices. The people are of very great stature.",HIGH,european,CONSENSUS,4,Franciscan friar who visited Java ~1321. Independent of Marco Polo.
EUR-004,EUROPEAN,Nicolo de' Conti — Java and spice islands,Nicolo de' Conti (via Poggio Bracciolini),"De Varietate Fortunae IV, tr. Major 1857",Latin (via Italian),1430,"~1421 CE visit, recorded 1444","The island of Java Major is second in size to no island in the world. It produces nutmegs, cloves, mace, galingale, and other spices. The inhabitants are more cruel than any other people. They eat mice and cats and dogs. They also eat the flesh of men taken in battle.",HIGH,european,CONSENSUS,4,Conti traveled widely 1414-1439. Eyewitness of pre-Portuguese Nusantara.
EUR-005,EUROPEAN,Ibn Battuta — Sumatra (Jawi),Ibn Battuta,"Rihla, tr. Gibb 1929-2000, vol. IV",Arabic,1346,1345-1346 CE (personal visit),"We came to the country of Jawi [Sumatra], from which camphor, aloes, cloves, and areca-nuts take their name [jawiyya]. The sultan al-Malik al-Zahir was a most illustrious sultan who loved theological debate. I remained his guest for fifteen days, and then he furnished me with supplies and a junk to continue to China.",HIGH,arab,CONSENSUS,4,Ibn Battuta's personal visit to Islamic Sumatra. Eyewitness of 14th century Nusantara.
PER-001,PERSIAN,Hudud al-Alam — Islands of SE Asia,Anonymous,"Hudud al-Alam, tr. Minorsky 1937",Persian,982,982 CE,"East of the Indian Ocean are many islands, among them Zabaj [Java], the queen of the islands of this sea. It is a land of camphor, gold, and precious stones. Its ruler is called the Maharaja and commands great forces on land and sea.",HIGH,persian,CONSENSUS,3,"Anonymous Persian geography. New independence group: PERSIAN, separate from Arabic sources."
NUS-006,NUSANTARAN,Srivijaya Kedukan Bukit inscription,Unknown (royal inscription),de Casparis 1956; Coedès 1930,Old Malay,683,683 CE (Saka 604),"On the auspicious day of the month Vaisakha, Saka 604, the king set out with an army of 20,000 soldiers in 312 boats. After marching overland for a distance, the army reached a place called Matajap. The king conquered this land and gained great victory.",HIGH,nusantaran,CONSENSUS,4,"Earliest Srivijaya inscription. 20,000 troops + 312 boats = major military state. de Casparis translation."
NUS-007,NUSANTARAN,Nalanda copper plate — Srivijaya-India link,Balaputradeva of Srivijaya,Sastri 1949; de Casparis 1956,Sanskrit,860,~860 CE,"The illustrious Balaputradeva, king of Suvarnadvipa [Sumatra], grandson of the Sailendra king of Yavabhumi [Java], requests the Pala king Devapala to grant land for a monastery at Nalanda for monks from Suvarnadvipa.",HIGH,nusantaran,CONSENSUS,5,Indian inscription proving Srivijaya-Nalanda connection. Calls Sumatra 'Suvarnadvipa'. Grandson of Sailendra = dynastic link Java-Sumatra.
NUS-008,NUSANTARAN,Laguna copperplate inscription,Unknown,Postma 1992; Santos 1994,Old Malay (Kawi script),900,900 CE (Saka 822),"In the year of Saka 822, month of Vaisakha, on the day of the full moon, a record is made that the Chief Namwaran and his children are pardoned of all debts by the ruler. The debt amounted to one kati and eight suwarnas of gold.",HIGH,nusantaran,CONSENSUS,3,Oldest known Philippine document. Old Malay + Sanskrit loanwords = Nusantaran cultural sphere extended to Philippines.
CHEM-009,CHEMICAL,Berenike clove find (Roman Egypt),Wendrich et al. 2003,World Archaeology 35(2): 188-201,n/a,100,1st-2nd century CE (Roman period),"Charred clove buds recovered from the Red Sea port of Berenike, Roman Egypt. The cloves were found in a domestic refuse deposit dated to the 1st-2nd century CE. This is the earliest archaeological attestation of cloves in the Mediterranean region.",HIGH,chemical,CONSENSUS,2,Archaeological cloves at Roman port. Cloves grow ONLY in Maluku. Independent evidence of 1st c. CE Nusantara-Mediterranean trade.
CHEM-010,CHEMICAL,Mantai camphor residue (Sri Lanka),Carswell et al. 2013,BAR International Series 2525,n/a,500,5th-8th century CE,"Chemical analysis of residues on pottery vessels from the ancient port of Mantai, northwestern Sri Lanka, identified Dryobalanops camphor compounds. Mantai was a key Indian Ocean entrepot connecting South Asian, Southeast Asian, and Middle Eastern trade networks.",HIGH,chemical,PROBABLE,2,Camphor from Dryobalanops grows only in Sumatra/Borneo. Chemical evidence of Nusantaran product at Sri Lankan port.
LING-005,LINGUISTIC,Malagasy-Maanyan lexical cognates,Dahl 1951; Adelaar 1995,Oceanic Linguistics 34(1): 1-39,n/a (comparative linguistics),500,~5th-7th century CE (estimated migration),"Malagasy, the language of Madagascar, shares over 90% of its basic vocabulary with Maanyan, a Dayak language of southeast Borneo. Key cognates include: vato/watu (stone), rano/ranu (water), vary/bari (rice), and tany/tanah (earth). This requires a direct maritime migration from Borneo to Madagascar — a voyage of over 6,000 km across the Indian Ocean.",HIGH,linguistic,CONSENSUS,4,Definitive evidence of Nusantaran transoceanic voyaging. Borneo to Madagascar = most spectacular Austronesian migration.
LING-006,LINGUISTIC,Sanskrit loanwords in Old Javanese,Gonda 1973; Zoetmulder 1982,Old Javanese-English Dictionary (KITLV),n/a (lexicography),800,~800-1500 CE,"Old Javanese contains over 4,000 Sanskrit loanwords. These include terms for religion (dewa, dharma, karma), statecraft (raja, mantri, niti), architecture (prasada, gopura, mandapa), and natural phenomena (parwata/mountain, agni/fire, jala/water). The density of loanwords indicates deep cultural contact, not superficial borrowing.",HIGH,linguistic,CONSENSUS,3,Zoetmulder's dictionary is the standard reference. 4000+ loanwords = deepest Indianization in SE Asia.
CHN-021,CHINESE,Taiping Yulan — Dvipantara islands,Li Fang (compiled 977-983 CE),"Taiping Yulan 790, citing earlier sources",Classical Chinese,430,~430 CE (citing Wushu),"The islands of Dupozhongduoluo [Dvipantara] are south of Funan. There are many islands, some large and some small. The people live by fishing and trade. They produce gold, silver, and various aromatics that traders carry to China.",HIGH,chinese,PROBABLE,3,Dvipantara = Sanskrit 'island-in-between' = Nusantara. Earliest use of this concept in Chinese sources.
CHN-022,CHINESE,Nanhai Jigui Neifa Zhuan — Yijing's voyage,Yijing (I-Tsing),"Nanhai Jigui Neifa Zhuan, tr. Takakusu 1896",Classical Chinese,671,671-695 CE (personal voyage),I sailed from Guangzhou in the winter of the second year of Xianheng [671 CE] on a Persian ship. After twenty days we reached Srivijaya [Shili Foshi]. I stayed there six months learning Sanskrit grammar. The king provided me with supplies. There were over a thousand Buddhist monks studying in the capital.,HIGH,chinese,CONSENSUS,4,Yijing's EYEWITNESS account. 1000+ monks = Srivijaya as major Buddhist center. Sailed on a Persian vessel = Indian Ocean network.
ARB-011,ARAB,al-Masudi — Gold and tin of Sribuza,al-Masudi,"Muruj al-Dhahab, tr. de Meynard & de Courteille 1861-77",Arabic,943,943 CE,"The islands of Zabaj include Sribuza, whose king is called the Maharaja. No king in India or China has more gold than he. In his lands are found tin mines, camphor forests, and pepper gardens. Ships from Oman, Siraf, and Basra trade there regularly.",HIGH,arab,CONSENSUS,4,al-Masudi = 'Herodotus of the Arabs'. Independent of Sulayman and Abu Zayd. Tin = Bangka/Belitung.
IND-P10,INDIAN_PALI,Niddesa — Trade destinations list,Anonymous (canonical commentary),"Culla Niddesa, ed. Thomas 1916",Pali,-200,~2nd century BCE,"The traders go to these places: Gumbha, Takka, Takkasilā, Kālamukha, Mahāmukhā, Vesunga, Verāpatha, Jāva [Java], Tāmali, Vaṅga, Eḷavaddhana, Suvaṇṇakūṭa, Suvaṇṇabhūmi, Tambapaṇṇi, Suppāra, and Bharukaccha.",HIGH,indian_pali,CONSENSUS,5,Canonical trade list explicitly names Java. One of earliest textual references to Nusantara by name.
GRK-008,GREEK,Cosmas Indicopleustes — Clove trade,Cosmas Indicopleustes,"Christian Topography XI, tr. McCrindle 1897",Greek,550,~550 CE,"From the clove country [Maluku] and beyond it, the country called Tzinista [China], there comes by this route silk, aloes, cloves, and sandalwood. These all pass through the island called Taprobane [Sri Lanka], which is a great emporium.",HIGH,greek,CONSENSUS,4,6th c. Greek source explicitly identifies a 'clove country' east of India. Cosmas was a merchant before becoming a monk.
NUS-009,NUSANTARAN,Kota Kapur inscription — Srivijaya campaign,Srivijayan royal inscription,de Casparis 1956; Coedès 1918,Old Malay,686,686 CE (Saka 608),"A curse is pronounced against anyone who does not submit to the authority of Srivijaya. The earth of Srivijaya is sacred. Whoever rebels against the king shall be killed by the curse. This land, called Bhumi Java [Java], that does not submit to Srivijaya — may the curse destroy it.",HIGH,nusantaran,CONSENSUS,3,Old Malay curse inscription on Bangka. Mentions 'Bhumi Java' = earliest Nusantaran reference to Java by name.
NUS-010,NUSANTARAN,Calcutta stone — Srivijaya military,Srivijayan royal inscription,Coedès 1930; de Casparis 1956,Old Malay,684,684 CE (Saka 606),"A magic garden was created for the well-being of all creatures. Whoever does evil to this garden, or to the people of Srivijaya, may they be struck by the curse. Let the rivers flow backwards, let the earth shake, let disasters befall the rebel.",HIGH,nusantaran,CONSENSUS,3,One of the Srivijaya curse inscriptions. 'Let the earth shake' = awareness of seismic activity.
CHEM-011,CHEMICAL,Uluburun shipwreck — tin ingots,Pulak 2001,American Journal of Archaeology 102: 188-224,n/a,-1300,~1300 BCE (Late Bronze Age),"The Uluburun shipwreck, dated ~1300 BCE off the Turkish coast, contained one ton of tin ingots. Lead isotope analysis suggests some tin may have originated from Southeast Asia, specifically from the tin belt spanning Thailand, Malaysia, and Indonesia (Bangka-Belitung).",MEDIUM,chemical,CONTESTED,3,"SE Asian tin origin is one hypothesis among several. If confirmed, would push Nusantaran trade to Bronze Age."
GRK-009,GREEK,Strabo Geography XV — Eastern trade,Strabo,"Geography XV.1.4, tr. Jones (Loeb)",Greek,20,~20 CE,"From the time when the Romans conquered Egypt, the number of vessels sailing from Myos Hormos to India greatly increased, from merely twenty to one hundred and twenty ships per year. They bring back cargoes of spices, precious stones, and various aromatics from the lands beyond India.",MEDIUM,greek,CONSENSUS,4,Strabo attests to massive Roman trade eastward. 'Aromatics from beyond India' includes Nusantaran products.
