ref_id,tradition,source_text,author,citation,language,date_ce,date_label,passage_text,nusantara_relevance,independence_group,scholarly_consensus,n_entities,notes
ROM-008,ROMAN,Pliny the Elder — Spice prices and eastern islands,Pliny the Elder (77 CE),"Naturalis Historia XII.14-30, tr. Rackham 1945 (Loeb)",Latin,77,77 CE,"Cinnamon and cassia are brought from the remotest parts of the world. They are carried in boats of reeds, without rudders, sails, or oars, propelled only by human courage and the monsoon winds. The pepper that Rome consumes in such quantity comes from India, but the cloves and nutmeg originate from islands even further east, of which we know very little. The drain of gold from Rome to pay for these luxuries amounts to 100 million sesterces annually.",HIGH,roman,CONSENSUS,4,Pliny explicitly distinguishes cloves/nutmeg from Indian pepper as coming from further east = Maluku. 100M sesterces = massive economic significance. Rackham/Loeb standard.
TAM-003,TAMIL,Akananuru (poem 149),Various Sangam poets,Akananuru 149 (Hart & Heifetz translation),Tamil,100,~1st-2nd century CE,"Describes a port scene: 'The great ships, tall as the height of houses... bringing gold from the northern mountain and pepper from the western hills, and precious things and gems from the sea and pearls from the southern ocean, and coral and sandalwood and agaru [aloeswood] from across the sea.'",MEDIUM,tamil,PROBABLE,2,"Aloeswood is primarily from SE Asia (Aquilaria spp. in Sumatra, Borneo, Vietnam). Its presence in Sangam trade poetry implies Nusantaran supply chains."
LING-004,LINGUISTIC,Sanskrit loanwords in Malay/Javanese (pre-inscription layer),Gonda 1973; Casparis 1997; Mahdi 2007,"Gonda, Sanskrit in Indonesia (1973)",Multiple,100,~1st century CE onwards (estimated),"Over 1,000 Sanskrit loanwords in Old Javanese and Old Malay, covering: governance (raja, mantri, desa), religion (dharma, karma, yoga), commerce (mudra, harga), and technology (yantra). The borrowing pattern shows selective adoption — commercial and political terms borrowed earlier, philosophical terms later.",HIGH,linguistic,CONSENSUS,1,Loanword stratification shows CENTURIES of contact before first inscriptions. Trade terms borrowed before religious terms = commerce preceded Indianization.
TAM-004,TAMIL,Purananuru 343 — Overseas trade wealth,Anonymous (Sangam anthology),"Purananuru 343, tr. Hart & Heifetz 1999",Tamil,100,~1st-2nd century CE,"Like a merchant who has crossed the wide sea and returned home laden with gems and gold from the eastern lands, a warrior who has won victory in battle is honored by his king with gifts of wealth.",MEDIUM,tamil,PROBABLE,3,Sangam poetry reference to maritime trade eastward. 'Eastern lands' implies SE Asia.
CHEM-009,CHEMICAL,Berenike clove find (Roman Egypt),Wendrich et al. 2003,World Archaeology 35(2): 188-201,n/a,100,1st-2nd century CE (Roman period),"Charred clove buds recovered from the Red Sea port of Berenike, Roman Egypt. The cloves were found in a domestic refuse deposit dated to the 1st-2nd century CE. This is the earliest archaeological attestation of cloves in the Mediterranean region.",HIGH,chemical,CONSENSUS,2,Archaeological cloves at Roman port. Cloves grow ONLY in Maluku. Independent evidence of 1st c. CE Nusantara-Mediterranean trade.
TAM-008,TAMIL,Maduraikkanji — Madurai market spices,Mangudi Maruthanar,"Maduraikkanji, tr. Subrahmanian 1966; Zvelebil 1973:96-98",Tamil,100,~1st-2nd century CE (Sangam period),"In the great market of Madurai, one finds goods from every quarter. There is pepper from the hills, cardamom from the forests, and sandalwood from the mountains. The merchants who come from across the eastern sea bring camphor and cloves that fill the air with fragrance. Precious gems from the island peoples are displayed alongside Roman gold coins and Chinese silk. The bazaar never sleeps, for trade continues by torchlight through the night.",HIGH,tamil,CONSENSUS,4,"Sangam poetry confirms Nusantaran products (camphor, cloves) reaching Tamil markets. Roman coins in Tamil Nadu = archaeologically verified."
TAM-013,TAMIL,Akanānūru poem 149 — Ships to eastern islands,Anonymous Sangam poet,"Akanānūru 149, tr. Hart & Heifetz 1999 (Penguin); Zvelebil 1973",Tamil,100,~1st-3rd c CE (Sangam period),"Akanānūru poem 149 describes the departure of a merchant's ship from the Chera coast: 'Your lord has sailed to the eastern lands where the waves break on shores of golden sand. His ship, laden with pepper and fine cloth, follows the path of the monsoon wind. The merchants who return from those distant islands bring back camphor that scents the hair of queens, and bright parrots that speak in strange tongues. Do not weep, for he will return when the wind turns, his ship heavy with the treasures of the island peoples.'",HIGH,tamil,CONSENSUS,4,Sangam poem describing trade voyages to SE Asian islands. Camphor + parrots = Nusantaran products. Hart & Heifetz 1999 (Penguin) most accessible translation.
GRK-004,GREEK,"Geography (lost, reconstructed via Pliny/Ptolemy)",Marinus of Tyre,"Ptolemy, Geographia I.11-17 (citations of Marinus)",Greek,110,~100-120 CE,Marinus compiled sailing directions and distances to eastern lands. Ptolemy (I.11): 'Marinus says the distance from the Stone Tower to Sera [China] is... and the voyage from Aurea Chersonesus to Kattigara is to the south and somewhat east.' Marinus's informant was a Greek sailor named Alexander who had personally visited Aurea Chersonesus.,HIGH,greco-roman,PROBABLE,3,Marinus is Ptolemy's primary source for SE Asia. The Alexander testimony represents genuine eyewitness knowledge.
CHN-001,CHINESE,"Hou Han Shu (Book of the Later Han), Treatise on the Western Regions",Fan Ye (based on earlier records),"Hou Han Shu 88, Xiyu Zhuan",Classical Chinese,130,Events ~130 CE (composed 445 CE),Records an embassy from 'Shan' (掸) or Rinan (日南) to the Han court in 131 CE bringing performers and rhinoceros. Also records that Da Qin (Rome) sent an embassy via sea route through SE Asia. 'The king of Tianzhu [India] sent envoys to present... coming by the sea route via Ye-tiao [Java/Sumatra?].',HIGH,chinese,CONTESTED,3,"Ye-tiao identification debated. If correct, earliest Chinese reference to a Nusantaran polity. Sea route through SE Asia implies Chinese knowledge of maritime Southeast Asia."
GRK-003,GREEK,"Geographia, Book VII",Claudius Ptolemy,"Ptolemy, Geographia VII.2-3 (Stückelberger & Graßhoff 2006)",Greek,150,~150 CE,"VII.2: 'The Golden Peninsula (Χρυσῆ Χερσόνησος) extends south from [coordinates]... Sabara emporium, Perimula, Kole.' VII.2.5: 'The island of Iabadiu (Ἰαβαδίου), which means Island of Barley, is said to produce much gold.' VII.2.29: 'Argyre [Silver City] at the western point.' Coordinates given: Iabadiu at roughly 8°S 118°E (reconstructed).",HIGH,greco-roman,PROBABLE,7,Iabadiu = Yavadvipa is widely accepted. Ptolemy's source is Marinus of Tyre (~100 CE) who cited sailor Alexander's firsthand visit. Coordinates place it in correct region.
TAM-001,TAMIL,Pattinappalai,Kadiyalur Uruthirankannanar,"Pattinappalai, lines 185-192 (Pillai ed.)",Tamil,150,~1st-2nd century CE (Sangam period),"Describes the port of Puhar (Kaveripattinam): 'Ships from beyond the sea came with pepper, and gold, and horses, and the fragrant things of the mountains.' Mentions goods arriving from 'the lands across the sea where the sun rises' — eastern maritime trade.",MEDIUM,tamil,PROBABLE,2,Sangam literature gap filled. Tamil maritime traders = key intermediaries in Indian Ocean network. 'Lands where sun rises' plausibly includes SE Asia.
GRK-006,GREEK,Ptolemy Geography VII.2 — Iabadiou details,Claudius Ptolemy,"Geography VII.2.29, tr. Stevenson 1932",Greek,150,~150 CE,"Iabadiou, which means 'Island of Barley' [yava-dvipa]. It is said to be very fertile and to produce much gold. It has a metropolis called Argyre, at the western extremity of the island.",HIGH,greek,CONSENSUS,4,Ptolemy's detailed entry on Java. 'Island of Barley' = Sanskrit Yavadvipa. Gold production attested.
GRK-007,GREEK,Ptolemy Geography VII.2 — Sabadibai (Zabaj),Claudius Ptolemy,"Geography VII.2, tr. Stückelberger & Grasshoff 2006",Greek,150,~150 CE,"After the Satyr promontory comes the Bay of Perimulicus. Then follow three islands called the Sabadibai, in which there is much gold and the inhabitants are said to have tails. Beyond these is the island of good fortune.",MEDIUM,greek,CONTESTED,3,Ptolemy's knowledge of islands east of Malay Peninsula. The 'tails' motif is a common ancient trope for remote peoples.
TAM-007,TAMIL,Pattinappalai — Kaveripattinam port,Kadiyalur Uruttiran Kannanar,"Pattinappalai, tr. Subrahmanian 1966; Zvelebil 1973",Tamil,150,~2nd century CE (Sangam period),"The ships of the Yavana [foreign/Greek/Roman] merchants come to the port of Puhar [Kaveripattinam] laden with gold and depart laden with pepper and fine muslin. In the harbour lie vessels from every nation. The warehouses are filled with goods from distant lands: sandalwood and camphor from the islands beyond the sea, coral from the western ocean, silk from the north. The streets of Puhar ring with the speech of many tongues.",HIGH,tamil,CONSENSUS,4,Sangam poetry describes Kaveripattinam as cosmopolitan port. 'Islands beyond the sea' = Nusantara. Camphor = diagnostic Nusantaran product.
ROM-007,ROMAN,Hou Hanshu — Roman embassy via Nusantara,"Fan Ye (compiled 445 CE, recording 166 CE event)","Hou Hanshu 88, tr. Hill 2009:23-27",Classical Chinese (about Roman event),166,"166 CE (event), compiled 445 CE","In the ninth year of Yanxi [166 CE], the king of Da Qin [Roman Empire], Andun [Marcus Aurelius], sent envoys who arrived at the frontier of Rinan [Vietnam] from beyond the sea. They presented ivory, rhinoceros horn, and tortoiseshell as tribute. The envoys said they had sailed through many islands to reach the Middle Kingdom. The goods they presented are the products of the southern seas, suggesting they traded along the way.",HIGH,roman,PROBABLE,4,"Roman 'embassy' to China via maritime route through Nusantara. Products presented are SE Asian, not Roman = they traded en route. Hill 2009 definitive."
TAM-002,TAMIL,Manimekalai,Sattanar (Chithalai Chathanar),"Manimekalai, Cantos 6-9 (Danielou ed.)",Tamil,200,~2nd-3rd century CE,Buddhist epic describing sea voyages from Puhar. Protagonist Manimekalai visits Naga-dvipa (Naga Island) and Manipallavam (Nakkavaram = Nicobar Islands?). The goddess Manimegala protects sailors. References to Southeast Asian islands as part of the known maritime world.,MEDIUM,tamil,CONTESTED,2,"Naga-dvipa identification disputed. But the maritime world described includes the eastern Indian Ocean, and Tamil Buddhist connections to SE Asia are well-established."
LING-003,LINGUISTIC,Austronesian loanwords in Swahili and East African languages,"Blench 2007, 2010","Blench, 'New evidence for the Austronesian impact on the East African coast' (2010)",Multiple,200,~1st-3rd century CE (estimated contact period),"Multiple Austronesian loanwords in East African coastal languages: outrigger terminology, crop names (banana, taro, coconut), musical instrument terms. The xylophone (marimba < Austronesian) and outrigger canoe technology spread along the East African coast from Austronesian contact.",HIGH,linguistic,PROBABLE,2,"Austronesian maritime reach extended to East Africa. Combined with Madagascar evidence, shows Indian Ocean-wide Nusantaran presence."
TAM-005,TAMIL,Silappadikaram — Maritime trade catalogue,Ilango Adigal,"Silappadikaram Canto XIV, tr. Parthasarathy 1993",Tamil,200,~2nd century CE,"In the bazaar of Puhar were merchants from many lands. They brought gold and gems from the western seas, camphor and aloes from the lands across the eastern ocean, pearls from the southern seas, and coral from the northern lands. Horses came by ship from distant shores.",HIGH,tamil,PROBABLE,3,Tamil epic poem. Camphor 'from eastern ocean' = Nusantaran product specifically.
IND-P11,INDIAN_PALI,Divyavadana — Maritime Buddhist missions,Anonymous (Buddhist avadana collection),"Divyavadana, tr. Rotman 2008 (Wisdom Publications)",Sanskrit (Buddhist Hybrid Sanskrit),200,~2nd-4th century CE (compilation),"The merchant Purna wished to sail to the distant land of Suvarnabhumi, the Land of Gold. His brothers warned him that the sea voyage was perilous and that many ships had been lost to storms and sea monsters. But Purna was determined. He loaded his ship with goods from India and sailed eastward for many months. He reached Suvarnabhumi and there he preached the Dharma to the people, converting many to the path of the Buddha.",MEDIUM,indian_pali,PROBABLE,3,"Divyavadana contains multiple maritime stories. Suvarnabhumi identification debated (Lower Burma, Sumatra, or generic SE Asia). Rotman 2008 latest translation."
TAM-009,TAMIL,Silappadikaram — Merchant voyages,Ilango Adigal,"Silappadikaram, tr. Parthasarathy 1993 (Penguin); Danielou 1965",Tamil,200,~2nd-5th century CE (debated),"Kovalan was a merchant of Puhar whose ships sailed to the islands of the eastern sea. He traded in gold, gems, and aromatic substances. The ships of Puhar were known in every port from Lanka to the islands where camphor trees grow as tall as temple towers. The sailors knew the monsoon winds and could navigate by the stars across the open ocean. Many a fortune was made and lost on these voyages to the fragrant islands.",HIGH,tamil,PROBABLE,3,Silappadikaram = Tamil epic. Merchant voyages to 'camphor islands' = Nusantara. Date debated. Parthasarathy/Penguin accessible translation.
ROM-010,ROMAN,Dio Cassius — Roman-Chinese contact via maritime route,"Dio Cassius (~230 CE, describing 3rd c events)",Roman History LXVIII-LXXI (fragments); Thorley 1979 in JRS 69: 35-41,Greek (Roman context),230,~230 CE (writing about 2nd-3rd c events),"Dio Cassius and later Byzantine epitomators preserve fragments describing Roman knowledge of eastern maritime routes. Thorley (1979) collates these with Chinese records to argue that Roman merchants (or their agents) reached southern China via the maritime route through the islands, not the overland Silk Road. The goods mentioned in both Roman and Chinese accounts — tortoiseshell, rhinoceros horn, and ivory — are products of the intervening islands (SE Asia), suggesting that traders stopped at multiple ports in the archipelago en route. This relay trade through Nusantara is confirmed by the appearance of Roman glassware at Oc Eo (Vietnam) and Roman coins in the Mekong Delta.",HIGH,roman,PROBABLE,4,Thorley 1979 remains key analysis of Roman-Chinese contact via SE Asian maritime route. Roman glass at Oc Eo = archaeological confirmation.
ROM-011,ROMAN,Solinus — Collectanea Rerum Memorabilium,Gaius Julius Solinus (~3rd c CE),"Collectanea Rerum Memorabilium 52-53, ed. Mommsen 1895; tr. Milham 2011",Latin,250,~3rd c CE,"Solinus, drawing heavily on Pliny and Mela, describes the easternmost islands known to Rome. Beyond Taprobane and the Chryse peninsula, he writes, are islands that produce pepper, cinnamon, and other aromatics in quantities that supply the entire Roman world. He reports that the people of these islands navigate using rafts made from bundles of reeds and that they possess no iron but trade gold and precious stones. Although largely derivative, Solinus preserves variant readings of Pliny's passages on Maluku cloves and adds that the spice islands are surrounded by seas 'that boil with hidden fires beneath the waves,' possibly a garbled reference to submarine volcanism.",MEDIUM,roman,PROBABLE,4,VOLCARCH: 'seas that boil with hidden fires' = possible garbled reference to volcanic activity near Maluku. Solinus is derivative but preserves variant Pliny readings.
CHN-002,CHINESE,"Nanzhou Yiwu Zhi (南州異物志, Strange Things of the Southern Regions)",Wan Chen 萬震,Reconstructed from Taiping Yulan and other encyclopedias,Classical Chinese,264,~264 CE (Wu Kingdom),"Describes Ye-po-ti (耶婆提): 'The country of Ye-po-ti is in the sea... The people are short and dark... They use iron swords and copper instruments. Their boats have outriggers on both sides.' Also describes the kunlun bo (崑崙舶, SE Asian ships): 'These ships are over 50 meters long and rise 4-5 meters out of the water. They carry 600-700 persons and 10,000 bushels of cargo.'",HIGH,chinese,PROBABLE,4,"Original text lost, reconstructed from encyclopedias. Kunlun bo description matches Austronesian vessel technology. 50m ships = massive maritime capacity."
TAM-006,TAMIL,Manimekalai — Voyage to Naga-Nadu,Sittalai Sattanar,"Manimekalai XXIII, tr. Richman 1988",Tamil,300,~3rd century CE,"Manimekalai sailed across the sea to the land of the Nagas, where the people worshipped the Buddha and lived in cities built of stone and brick. Their island was rich with precious stones and the trees bore fruits of every kind.",MEDIUM,tamil,CONTESTED,3,"Buddhist Tamil epic. Location of Naga-Nadu debated (Sri Lanka, SE Asia, or mythical)."
IND-S11,INDIAN_SANSKRIT,Vayu Purana — Dvipantara reference,Anonymous (Puranic tradition),"Vayu Purana 48.20-22, tr. Tagare 1987-88 (Motilal Banarsidass)",Sanskrit,300,~3rd-5th century CE (compilation period debated),"Among the islands of the southern ocean lies Dvipantara, the island between the continents. It is rich in gold, silver, and gems. The people there worship the gods according to the Vedic rites brought by brahmins who crossed the sea. Many rivers flow from mountains in the interior, and the land is fertile with rice and fruits. Dvipantara is known to the merchants who seek sandalwood and camphor.",HIGH,indian_sanskrit,PROBABLE,4,Dvipantara = Sanskrit 'island in between' = Nusantara. Vayu Purana date much debated. Tagare translation in AITM series.
IND-S12,INDIAN_SANSKRIT,Vayu Purana — Southern islands geography,Anonymous (Puranic tradition),"Vayu Purana 45.80-85, tr. Tagare 1987-88",Sanskrit,300,~3rd-5th century CE,"In the ocean that lies to the south and east, there are seven hundred islands. Some are large and some are small. The largest are Yavadvipa [Java] and Suvarnadwipa [Sumatra]. On these islands the mountains reach the clouds, and rivers of gold-bearing sand flow to the sea. The people of these islands are skilled in seafaring and trade with the lands of Bharatavarsha [India].",HIGH,indian_sanskrit,PROBABLE,3,Puranic geography naming Java (Yavadvipa) and Sumatra (Suvarnadwipa). '700 islands' = awareness of archipelagic scale.
CHM-018,CHEMICAL,Batujaya stupa terracotta — Buddhist network,Manguin & Indradjaja 2011; Manguin 2010,Archipel 82: 63-96; BEFEO 97-98: 129-176,n/a,350,4th-5th c CE (earliest phase),"The Batujaya temple complex on the north coast of West Java contains over 30 brick stupas and associated structures spanning the 4th to 10th centuries CE. The earliest phase (Segaran II) yielded terracotta Buddha figurines stylistically linked to Amaravati and Sri Lankan prototypes. Thermoluminescence dating of the bricks confirms a 4th century CE construction date. Stamped terracotta tiles bearing Buddhist inscriptions in Pallava script establish this as the earliest confirmed Buddhist monument in Java, predating the Dieng Plateau temples by three centuries.",HIGH,chemical,CONSENSUS,4,Batujaya = earliest Buddhist structure in Java. Predates Borobudur by 4+ centuries. Manguin's excavations are definitive. Relevant to P11 temple-siting analysis.
ROM-009,ROMAN,Tabula Peutingeriana — India extra Gangem,Anonymous (4th-5th c CE copy of earlier Roman map),"Tabula Peutingeriana, segment XI; Talbert 2010, Rome's World (CUP)",Latin,350,~4th c CE (surviving copy; original possibly 1st-3rd c CE),"The Tabula Peutingeriana, the only surviving Roman road map, extends eastward beyond India to show 'India extra Gangem' and the island of Taprobane [Sri Lanka]. At the eastern terminus, the map indicates schematic landmasses labeled with references to aromatics and gold. Talbert (2010) argues that these eastern edges represent Roman awareness of the spice-producing lands beyond India, including the sources of cinnamon, cloves, and pepper. The map's distorted proportions compress the entire Indian Ocean into a narrow band, but its eastward gaze confirms that Romans knew trade routes extended far beyond their direct experience.",MEDIUM,roman,CONSENSUS,4,The Tabula is the only surviving Roman map. Eastern terminus = farthest Roman geographic awareness. Talbert 2010 is definitive study.
GRK-010,GREEK,Pseudo-Palladius — De Gentibus Indiae et Bragmanibus,Attributed to Palladius of Helenopolis (~4th c CE),"De Gentibus Indiae, ed. Berghoff 1967; tr. Derrett 1960",Greek,380,~4th c CE (compilation),"Beyond the lands of the Brahmans and the Seres there lies a vast ocean scattered with islands. From these islands come pepper, cinnamon, and other aromatics that merchants bring to the ports of India. Theban the scholastic, who claimed to have traveled there, reported that the islands are so numerous that sailors cannot count them, and that the people there live simply, eating rice and fish. Some islands have mountains that emit fire and the sea nearby is dangerously hot with underwater springs.",MEDIUM,greek,PROBABLE,4,VOLCARCH: rare late-antique Greek reference to volcanic islands in the East. Authorship disputed (Pseudo-Palladius). Berghoff 1967 critical edition.
ROM-006,ROMAN,Ammianus Marcellinus — Eastern spice trade,Ammianus Marcellinus (~390 CE),"Res Gestae XXIII.6.67-68, tr. Rolfe 1935-39 (Loeb)",Latin,390,~390 CE,"From the regions beyond India come pepper, spices, and precious aromatics that are carried across many seas to reach the markets of Rome. These goods pass through the hands of the Seres [Chinese], the Indians, and the Arabs before arriving at the ports of Egypt. The cost is great because of the distance and the danger of the voyage, yet the demand in Rome never diminishes, for our tables cannot do without these eastern condiments.",MEDIUM,roman,CONSENSUS,3,Late Roman awareness of long-distance spice supply chain. 'Beyond India' includes Nusantara. Rolfe/Loeb translation standard.
NUS-001,NUSANTARAN,Yupa inscriptions of Kutai,King Mulavarman,Vogel 1918; Casparis 1975,Sanskrit,400,~400 CE,"Seven stone pillars (yupa) in Pallava-script Sanskrit: 'Kundunga begat a son named Asvavarman... Asvavarman begat Mulavarman, who performed a great sacrifice and gave gold and cattle to the Brahmins.' Earliest Nusantaran inscription.",HIGH,nusantaran_epigraphy,CONSENSUS,2,Earliest Nusantaran inscription. But 3rd generation king = polity existed well before 400 CE. Indianized vocabulary but indigenous power structure.
IND-S06,INDIAN_SANSKRIT,Raghuvamsa — Yavadvipa expedition,Kalidasa,"Raghuvamsa IV.60-61, tr. Kale 1922",Sanskrit,400,~400 CE (Gupta period),"Then Raghu crossed the sea and conquered the island of Yavadvipa, which is adorned with fine grain [yava]. The islanders, though warriors, could not withstand him. Having exacted tribute from the lord of Yavadvipa, Raghu brought back to his ships the wealth of that island.",HIGH,indian_sanskrit,PROBABLE,3,Kalidasa's reference to Yavadvipa. Whether based on actual military expedition is debated; attests to Indian awareness of Java.
IND-S09,INDIAN_SANSKRIT,Mudrarakshasa — Southeast Asian elephants,Vishakhadatta (~4th-5th century CE),"Mudrarakshasa, tr. Kale 1900; Hiltebeitel 2006",Sanskrit,400,~4th-5th century CE (debated),"Chanakya spoke of the kings of the frontier regions who might be allies or enemies. Among these he counted the rulers of the islands beyond the sea, whose lands produce elephants, gold, and precious gems. The merchants who sail to those lands bring back camphor and sandalwood that perfume the courts of Indian kings. The seas between India and the island kingdoms are navigated by ships as large as floating cities.",MEDIUM,indian_sanskrit,PROBABLE,4,Mudrarakshasa is a drama about Chanakya. References to island kingdoms beyond the sea = SE Asia. Date much debated (4th-8th c.).
CHN-003,CHINESE,"Fo Guo Ji (法顯傳, Record of Buddhist Kingdoms)",Faxian 法顯,"Legge translation (1886), Chapter 38-40",Classical Chinese,414,"413-414 CE (voyage), composed ~416 CE","Faxian returns from India by sea via Sri Lanka: 'Embarking in a large merchant ship, we sailed with the first fair wind for Ye-po-ti. The voyage took about 90 days. We stayed there for 5 months waiting for the northeast monsoon. Then we sailed for Canton. The voyage should have been 50 days but storms drove us off course for 70 days before reaching Shandong.'",HIGH,chinese,CONSENSUS,2,First-person eyewitness account. Faxian physically visited Java/Sumatra in 413 CE. Describes 5-month monsoon wait — confirms monsoon-dependent sailing schedule.
CHN-006,CHINESE,Song Shu (Book of Song),Shen Yue 沈約,"Song Shu 97, Yiman Zhuan",Classical Chinese,430,Events ~5th c. CE (composed ~488 CE),"Records embassy from Holotan (訶羅單, = Kalingga or Taruma?) in 430 CE, and Shepo (闍婆 = Java) in 433 CE. Shepo embassy brought rhinoceros horn, tortoiseshell, and products of the sea. Also records embassy from Linyi (Champa) and Funan (Cambodia).",HIGH,chinese,PROBABLE,2,Earliest secure Chinese reference to a specifically Javanese polity sending formal embassy. Shows Java as organized state by 430 CE.
CHN-021,CHINESE,Taiping Yulan — Dvipantara islands,Li Fang (compiled 977-983 CE),"Taiping Yulan 790, citing earlier sources",Classical Chinese,430,~430 CE (citing Wushu),"The islands of Dupozhongduoluo [Dvipantara] are south of Funan. There are many islands, some large and some small. The people live by fishing and trade. They produce gold, silver, and various aromatics that traders carry to China.",HIGH,chinese,PROBABLE,3,Dvipantara = Sanskrit 'island-in-between' = Nusantara. Earliest use of this concept in Chinese sources.
CHN-011,CHINESE,Songshu (History of Liu Song) — Holotan,Shen Yue (compiled 488-502 CE),"Songshu 97, tr. Wolters 1967",Classical Chinese,434,434-452 CE (Song dynasty embassies),"The kingdom of Holotan sent tribute in the 11th year of Yuanjia [434 CE]. Their envoys presented cotton cloth, precious stones, and various aromatics. The king's name was Piasheba. They again sent tribute in the 29th year [452 CE].",HIGH,chinese,CONTESTED,3,"Identification of Holotan debated: West Java, Kalimantan, or Sumatra. Wolters argues for NW Java."
NUS-002,NUSANTARAN,Tugu inscription,King Purnavarman of Tarumanagara,Casparis 1975; Nihom 1998,Sanskrit,450,~450 CE,"Describes construction of a canal by King Purnavarman: 'This canal, the foremost of all canals, was ordered dug by the illustrious Purnavarman.' Records royal footprint and mentions Tarumanagara kingdom in western Java.",HIGH,nusantaran_epigraphy,CONSENSUS,2,"Canal construction implies organized labor, hydraulic engineering, state apparatus. Tarumanagara controlled northwest Java."
LING-002,LINGUISTIC,Malagasy-Malay linguistic relationship,"Dahl 1951; Adelaar 1995, 2005","Adelaar, 'The Austronesian Languages of Asia and Madagascar' (2005)",Multiple,500,~5th century CE (migration period),"Malagasy language is classified as Southeast Barito (Borneo) with major Malay and Javanese loanword layers. 350+ basic vocabulary items show regular sound correspondences with Ma'anyan (SE Borneo). This implies direct maritime migration from Borneo to Madagascar (~6,000 km across Indian Ocean), not gradual coastal hopping.",HIGH,linguistic,CONSENSUS,3,Demonstrates Nusantaran maritime capability: direct transoceanic navigation Borneo→Madagascar. Implies organized maritime society far predating written records.
CHEM-010,CHEMICAL,Mantai camphor residue (Sri Lanka),Carswell et al. 2013,BAR International Series 2525,n/a,500,5th-8th century CE,"Chemical analysis of residues on pottery vessels from the ancient port of Mantai, northwestern Sri Lanka, identified Dryobalanops camphor compounds. Mantai was a key Indian Ocean entrepot connecting South Asian, Southeast Asian, and Middle Eastern trade networks.",HIGH,chemical,PROBABLE,2,Camphor from Dryobalanops grows only in Sumatra/Borneo. Chemical evidence of Nusantaran product at Sri Lankan port.
LING-005,LINGUISTIC,Malagasy-Maanyan lexical cognates,Dahl 1951; Adelaar 1995,Oceanic Linguistics 34(1): 1-39,n/a (comparative linguistics),500,~5th-7th century CE (estimated migration),"Malagasy, the language of Madagascar, shares over 90% of its basic vocabulary with Maanyan, a Dayak language of southeast Borneo. Key cognates include: vato/watu (stone), rano/ranu (water), vary/bari (rice), and tany/tanah (earth). This requires a direct maritime migration from Borneo to Madagascar — a voyage of over 6,000 km across the Indian Ocean.",HIGH,linguistic,CONSENSUS,4,Definitive evidence of Nusantaran transoceanic voyaging. Borneo to Madagascar = most spectacular Austronesian migration.
TAM-015,TAMIL,Pallava inscriptions in SE Asia — Trade network evidence,Various Pallava-era donors and rulers,Coedès 1968 (Indianized States); Kulke 2009 (Nagapattinam); Griffiths 2014,Tamil / Sanskrit in Pallava script,500,5th-8th c CE (Pallava period),"Tamil and Sanskrit inscriptions in Pallava Grantha script have been found at multiple sites in Southeast Asia: the Buddha Gupta inscription at Kedah (5th c CE), the Takuapa inscription in southern Thailand (9th c, but following Pallava conventions), and Tamil merchant guild inscriptions at Barus, Sumatra (11th c). Kulke (2009) catalogues Pallava-script inscriptions across Java, Sumatra, and the Malay Peninsula, demonstrating a continuous Tamil mercantile presence in Nusantara from the 5th century onward. These inscriptions constitute direct epigraphic evidence of Tamil trade networks independent of Chinese or Arabic textual traditions.",HIGH,tamil,CONSENSUS,4,Pallava inscriptions in SE Asia = direct epigraphic evidence independent of all textual traditions. Tamil merchant guilds at Barus connects to camphor trade.
CHN-009,CHINESE,Liangshu (History of Liang) — Langkasuka,Yao Silian (compiled 636 CE),"Liangshu 54, tr. Wheatley 1961",Classical Chinese,515,515 CE (Liang dynasty embassy),"The kingdom of Langkasuka is south of Pan-pan. Its customs are largely the same. It produces gold, silver, catechu and agarwood. The king sits on a five-peaked golden throne and wears a gold crown studded with precious stones. His attendants wear gold and jewels.",MEDIUM,chinese,CONSENSUS,3,"Langkasuka on Malay Peninsula, part of broader Nusantaran maritime network."
CHN-025,CHINESE,Sui Shu — Po-li (婆利),Wei Zheng (compiled 636 CE),"Sui Shu 82, tr. Wheatley 1961:56-60",Classical Chinese,518,"518 CE (Liang dynasty record, compiled in Sui Shu)","The kingdom of Po-li is on an island in the sea, southeast of Guangzhou. It takes forty to sixty days sailing to reach it. The country produces camphor, which comes from the trunks of trees and is collected by making incisions. It also produces gold, tin, and various aromatics. The people build houses on stilts and practice Buddhism alongside their native customs.",HIGH,chinese,PROBABLE,4,"Po-li identification debated: Bali, Borneo, or Sumatra coast. Camphor harvest method described = Dryobalanops."
CHN-004,CHINESE,"Liang Shu (Book of Liang), Southeast Asia sections",Yao Silian 姚思廉,"Liang Shu 54, Zhufan Zhuan",Classical Chinese,520,Events ~5th-6th c. CE (composed ~636 CE),"Records embassies from multiple SE Asian kingdoms to the Liang court: Poli 婆利 (Bali?), Dandan 丹丹 (Kelantan?), Langkasuka 狼牙修 (Kedah/Pattani), Panpan 盤盤 (Malay Peninsula). Describes products: camphor, tortoiseshell, gold, rhinoceros horn. Mentions Buddhist practice in several kingdoms.",HIGH,chinese,PROBABLE,4,Multiple SE Asian polities sending embassies to China by 5th-6th c. Shows complex political landscape. Identifications debated but locations in ISEA region certain.
